term,fear,anger,anticip,trust,surprise,positive,negative,sadness,disgust,joy,synonym_1,synonym_2,synonym_3
wright,0,0,0,0,0,0,0,0,0,0,agent
slender,0,0,0,0,0,0,0,0,0,0,unimportance
affable,0,0,0,0,0,1,0,0,0,0,humility
countenance,0,0,0,0,0,0,0,0,0,0,appearance,profile,face
profuse,0,0,0,0,0,1,0,0,0,0,diffuse,verbose,roundabout
proprietor,0,0,0,0,0,0,0,0,0,0,possessor
appropriation,0,0,0,0,0,0,1,0,0,0,stealing
ingress,0,0,0,0,0,0,0,0,0,0,passage
lineage,0,0,0,0,0,0,0,0,0,0,connection,alliance,nepotism
mislead,0,1,0,0,0,0,1,0,0,0,lie,deceive,pervert
dresser,0,0,0,0,0,0,0,0,0,0,support
gallows,1,0,0,0,0,0,1,0,0,0,killing
conductivity,0,0,0,0,0,0,0,0,0,0,calefaction
radiate,0,0,0,0,0,0,0,0,0,0,light
crash,0,0,0,0,1,0,1,1,0,0,destruction,shatter,squelch
tent,0,0,0,0,0,0,0,0,0,0,abode
anguish,1,0,0,0,0,0,1,1,0,0,pain
absorbing,0,0,0,0,0,0,0,0,0,0,feeling
strategist,0,0,1,1,0,1,0,0,0,0,plan
marrow,0,0,0,0,0,0,0,0,0,0,pith,core,heart
moisture,0,0,0,0,0,0,0,0,0,0,moisture
unseat,0,0,0,0,0,0,0,1,0,0,abrogation
pauper,0,0,0,0,0,0,1,1,0,0,poverty
daze,0,0,0,0,0,0,0,0,0,0,light
yawn,0,0,0,0,0,0,0,0,0,0,fatigue,puff,pant
bloodless,0,0,0,0,0,1,0,0,0,0,peace
picnic,0,0,1,1,0,1,0,0,0,1,food
touchy,0,1,0,0,0,0,1,1,0,0,irascibility
canoe,0,0,0,0,0,0,0,0,0,0,ship
safe,0,0,0,1,0,1,0,0,0,0,preservation,safe and sound,preserved
captivity,0,0,0,0,0,0,1,1,0,0,restraint
mortar,0,0,0,0,0,0,0,0,0,0,arms
opposed,0,0,0,0,0,0,1,0,0,0,contrariety
peculiarity,0,0,0,0,0,0,0,0,0,0,unconformity
strut,0,0,0,0,0,0,1,0,0,0,pride,presume,swagger
sluggish,0,0,0,0,0,0,1,0,0,0,inactivity,heavy,remiss
abysmal,0,0,0,0,0,0,1,1,0,0,depth
cart,0,0,0,0,0,0,0,0,0,0,carrier
inexperienced,0,0,0,0,0,0,0,0,0,0,unskillfulness
city,0,0,0,0,0,0,0,0,0,0,abode
coincide,0,0,0,0,0,0,0,0,0,0,meet,touch,graze
bulldozer,0,0,0,0,0,0,0,0,0,0,vehicle
page,0,0,0,0,0,0,0,0,0,0,servant,usher,attendant
booster,0,0,0,0,0,0,0,0,0,0,remedy
intrusive,1,1,0,0,1,0,1,0,1,0,interposition
stiffness,0,0,0,0,0,0,1,0,0,0,inelegance
yelp,0,0,0,0,1,0,0,0,0,0,stridor
wig,0,0,0,0,0,0,0,0,0,0,clothing
spotted,0,0,0,0,0,0,0,0,0,0,deterioration
gravitate,0,0,1,0,0,0,0,0,0,0,descent
plinth,0,0,0,0,0,0,0,0,0,0,base
room,0,0,0,0,0,0,0,0,0,0,space
rascal,1,0,0,0,0,0,1,0,1,0,knave
population,0,0,0,0,0,0,0,0,0,0,mankind
musician,0,0,0,0,0,0,0,0,0,0,musician
numb,0,0,0,0,0,0,1,0,0,0,insensibility
conducive,0,0,0,0,0,1,0,0,0,0,instrumentality
hazard,0,0,0,0,0,0,0,0,0,0,chance,stake,venture
aboard,0,0,0,0,0,0,0,0,0,0,ship
oregano,0,0,0,0,0,0,0,0,0,0,condiment
volume,0,0,0,0,0,0,0,0,0,0,size,magnitude,dimension
invocation,0,0,1,0,0,0,0,0,0,0,allocution
rhythm,0,0,0,0,0,0,0,0,0,0,periodicity,pulsation,oscillation
uncanny,1,0,0,0,1,0,1,0,0,0,demon
dispel,0,0,0,0,0,0,1,0,0,0,repulsion,chase,repel
inherent,0,0,0,0,0,0,0,0,0,0,intrinsicality
suspension,1,0,0,0,0,0,1,0,0,0,cessation
community,0,0,0,0,0,1,0,0,0,0,party
sentinel,0,0,0,0,0,0,0,0,0,0,warning,sentry,picket
statistical,0,0,0,1,0,0,0,0,0,0,chance
ooze,0,0,0,0,0,0,0,0,1,0,egress,sweat,drain
middle,0,0,0,0,0,0,0,0,0,0,centrality,midst,centrally
conspire,1,0,0,0,0,0,1,0,0,0,cooperation
sanctification,0,0,0,1,0,1,0,0,0,1,deity
shred,0,0,0,0,0,0,0,0,0,0,filament
instability,1,0,0,0,0,0,1,0,0,0,danger
divert,0,0,0,0,0,0,0,0,0,0,deviation,crook,shift
quiescent,0,0,0,0,0,1,0,0,0,0,stability
signify,0,0,1,0,0,0,0,0,0,0,prediction,point to,abode
tedious,0,0,0,0,0,0,1,0,0,0,weariness
juvenile,0,0,0,0,0,0,1,0,0,0,youth
omniscient,0,0,0,0,0,1,0,0,0,0,deity
nihilism,0,0,0,0,0,0,0,0,0,0,laxity
eat,0,0,0,0,0,0,0,0,0,0,brook,pocket,stomach
traction,0,0,0,0,0,0,0,0,0,0,transference
wedge,0,0,0,0,0,0,0,0,0,0,instrument
bugle,0,0,0,0,0,0,0,0,0,0,musical instruments
unload,0,0,0,0,0,0,0,0,0,0,displacement
gorge,0,0,0,0,0,0,1,0,1,0,gluttony
memento,0,0,0,0,0,1,0,0,0,0,record
mortgagor,0,0,0,0,0,0,0,0,0,0,possessor
scholar,0,0,0,0,0,1,0,0,0,0,learner
charming,0,0,0,0,0,1,0,0,0,0,pleasurableness
spew,0,0,0,0,0,0,0,0,1,0,ejection
leisurely,0,0,0,0,0,0,0,0,0,0,lateness
depot,0,0,0,0,0,0,0,0,0,0,mart
sophomore,0,0,0,0,0,0,0,0,0,0,learner
vouch,0,0,0,1,0,1,0,0,0,0,affirmation
taxonomy,0,0,0,0,0,0,0,0,0,0,arrangement
airs,0,0,0,0,0,0,1,0,0,0,affectation
gain,0,0,0,0,0,1,0,0,0,0,acquisition,thrift,produce
suitable,0,0,0,0,0,1,0,0,0,0,occasion
behemoth,1,0,0,0,0,0,1,0,0,0,size
road,0,0,0,0,0,0,0,0,0,0,method
prey,1,0,0,0,0,0,0,0,0,0,food,pasture,forage
assay,0,0,0,0,0,0,0,0,0,0,measurement
perimeter,0,0,0,0,0,0,0,0,0,0,outline
illegality,0,0,0,0,0,0,1,0,0,0,illegality
jumble,0,0,0,0,0,0,1,0,0,0,derangement
boring,0,0,0,0,0,0,1,0,0,0,dullness
silly,0,0,0,0,0,0,0,0,0,1,idiotic,ridiculous,foolish
attributable,0,0,0,0,0,0,0,0,0,0,attribution
vamp,0,0,0,0,0,0,0,0,0,0,fop
schism,0,0,0,0,0,0,1,0,0,0,heterodoxy
drummer,0,0,0,0,0,0,0,0,0,0,musician
indicator,0,0,0,0,0,0,0,0,0,0,evidence
insurrection,0,0,0,0,0,0,1,0,0,0,disobedience
tensile,0,0,0,0,0,0,0,0,0,0,elasticity
arson,1,1,0,0,0,0,1,0,0,0,calefaction
volunteer,0,0,0,0,0,1,0,0,0,0,willingness,jump at,incline
liquefied,0,0,0,0,0,0,0,0,0,0,liquefaction
slit,0,0,0,0,0,0,0,0,0,0,furrow
prostitute,0,0,0,0,0,0,1,0,1,0,deterioration
mutilation,1,1,0,0,0,0,1,1,1,0,evil
soak,0,0,0,0,0,0,0,0,0,0,insertion,bathe,plunge
circumstance,0,0,0,0,0,0,0,0,0,0,eventuality
constrain,0,0,0,0,0,0,1,0,0,0,compulsion
excrement,0,0,0,0,0,0,1,0,1,0,excretion
fishery,0,0,0,0,0,0,0,0,0,0,husbandry
answering,0,0,0,0,0,0,0,0,0,0,answer
overdo,0,0,0,0,0,0,1,0,0,0,redundancy
symmetrical,0,0,0,0,0,0,0,0,0,0,order,correct,tidy
document,0,0,0,0,0,0,0,0,0,0,record
clique,0,0,0,0,0,0,0,0,0,0,council
wrapper,0,0,0,0,0,0,0,0,0,0,covering
grub,0,0,0,0,0,0,0,0,0,0,littleness
improvement,0,0,0,0,0,1,0,0,0,1,progression
powdery,0,0,0,0,0,0,0,0,0,0,pulverulence
confident,0,0,0,1,0,1,0,0,0,1,courage,unflinching,audacious
trumpet,0,0,0,0,0,0,1,0,0,0,boasting
dragon,1,0,0,0,0,0,0,0,0,0,violence
devout,0,0,1,1,0,1,0,0,0,1,piety
accordance,0,0,0,0,0,0,0,0,0,0,permission,admission,warranty
mournful,0,1,0,0,0,0,1,1,0,0,painfulness
subsist,0,0,0,0,0,0,0,0,0,0,permanence
minimum,0,0,0,0,0,0,0,0,0,0,smallness
salon,0,0,0,0,0,0,0,0,0,0,receptacle
explosive,1,1,1,0,1,0,1,0,0,0,danger
delighted,0,0,1,0,1,1,0,0,0,1,rejoicing
prescriptive,0,0,0,0,0,0,0,0,0,0,habit,accustomed,conventional
lineal,0,0,0,0,0,0,0,0,0,0,length
sloth,0,0,0,0,0,0,1,0,0,0,inactivity
designate,0,0,0,0,0,0,0,0,0,0,speciality
safeguard,0,0,0,1,0,1,0,0,0,0,safety
jam,0,0,0,0,0,1,0,0,0,0,taste,pudding,rob
characteristic,0,0,0,0,0,0,0,0,0,0,indication,diagnostic,footprint
mad,0,0,0,0,0,0,0,0,0,0,excitation
infinite,0,0,0,0,0,0,0,0,0,0,number,irrational,rational
openly,0,0,0,0,0,0,0,0,0,0,manifestation
millionaire,0,0,0,0,0,0,0,0,0,0,wealth
bourse,0,0,0,0,0,0,0,0,0,0,mart
exception,0,0,0,0,0,0,0,0,0,0,exclusion
ventilation,0,0,0,0,0,0,0,0,0,0,air
inn,0,0,0,0,0,0,0,0,0,0,abode
condemn,0,1,0,0,0,0,0,0,0,0,disapprobation
palsy,0,0,0,0,0,0,1,0,0,0,disease
tachometer,0,0,0,0,0,0,0,0,0,0,velocity
deplore,0,1,0,0,0,0,1,1,1,0,lamentation
nascent,0,0,1,0,0,0,0,0,0,0,beginning
stretcher,1,0,0,0,0,0,0,1,0,0,vehicle
lea,0,0,0,0,0,0,0,0,0,0,plain
cull,0,0,0,0,0,0,0,0,0,0,taking,crop,reap
bodily,0,0,0,0,0,0,0,0,0,0,materiality
blackberry,0,0,0,0,0,0,0,0,0,0,food
bravado,0,0,0,0,0,0,1,0,0,0,boasting
lots,0,0,0,0,0,0,0,0,0,0,multitude
system,0,0,0,0,0,0,0,0,0,0,order
militant,0,0,0,0,0,0,0,0,0,0,warfare
gang,0,1,0,0,0,0,1,0,0,0,assemblage,crew,squad
innkeeper,0,0,0,0,0,0,0,0,0,0,inhabitant
uncomfortable,0,0,0,0,0,0,1,0,0,0,pain
incomprehensible,0,0,0,0,0,0,0,0,0,0,infinity
quadrature,0,0,0,0,0,0,0,0,0,0,four
fittings,0,0,0,0,0,0,0,0,0,0,instrument
tepid,0,0,0,0,0,0,0,0,0,0,heat
glut,0,0,0,0,0,0,0,0,1,0,redundancy
infinite,0,0,0,0,0,1,0,0,0,0,infinity
beginning,0,0,0,0,0,0,0,0,0,0,beginning
receiver,0,0,0,0,0,0,0,0,0,0,receptacle
plating,0,0,0,0,0,0,0,0,0,0,covering
unwind,0,0,0,0,0,0,0,0,0,0,evolution
laboratory,0,0,0,0,0,0,0,0,0,0,workshop
telephone,0,0,0,0,0,0,0,0,0,0,hearing
bleach,0,0,0,0,0,0,0,0,0,0,whiteness
copyright,0,0,0,0,0,0,0,0,0,0,property
renowned,0,0,0,0,0,1,0,0,0,0,repute
polarity,0,0,0,0,0,0,0,0,0,0,contraposition
homogeneity,0,0,0,0,0,0,0,0,0,0,uniformity
exodus,0,0,0,0,0,0,0,0,0,0,egress
intimidate,1,0,0,0,0,0,1,0,0,0,fear
fulfillment,0,0,1,1,0,1,0,0,0,1,duty
windmill,0,0,0,0,0,0,0,0,0,0,rotation
corner,0,0,0,0,0,0,0,0,0,0,possession,monopoly,retention
heel,0,0,0,0,0,0,1,0,0,0,deviation
pus,0,0,0,0,0,0,1,0,1,0,uncleanness
accretion,0,0,0,0,0,0,0,0,0,0,increase
continual,0,0,0,0,0,0,0,0,0,0,frequency
temperance,0,0,0,0,0,0,0,0,0,0,sobriety
bitch,1,1,0,0,0,0,1,1,1,0,woman
aver,0,0,0,0,0,0,0,0,0,0,affirmation
stormy,1,0,0,0,0,0,1,0,0,0,wind
affix,0,0,0,0,0,0,0,0,0,0,addition,annex,add
commute,0,0,0,0,0,0,0,0,0,0,substitution
jacks,0,0,0,0,0,0,0,0,0,0,amusement
cardinal,0,0,0,0,0,0,0,0,0,0,importance,chief,principal
hoary,0,0,0,0,0,0,0,1,0,0,whiteness
correspondence,0,0,0,0,0,1,0,0,0,0,agreement
abeyance,0,0,0,0,0,0,0,0,0,0,inexistence
homework,1,0,0,0,0,0,0,0,0,0,teaching
ether,0,0,0,0,0,0,0,0,0,0,air,dust,float
exalted,0,0,0,1,0,1,0,0,0,1,nobility
unsuitable,0,0,0,0,0,0,1,0,0,0,disagreement
aga,1,0,0,1,0,1,0,0,0,0,master
defraud,0,1,0,0,0,0,1,0,0,0,deception
stricken,0,0,0,0,0,0,0,1,0,0,pain
pristine,0,0,0,0,0,1,0,0,0,0,the past
involuntary,0,0,0,0,0,0,0,0,0,0,necessity
trek,0,0,0,0,0,0,0,0,0,0,journey
antisocial,1,1,0,0,0,0,1,1,1,0,misanthropy
rehabilitate,0,0,0,0,0,1,0,0,0,0,restoration
occasionally,0,0,0,0,0,0,0,0,0,0,frequency
hail,0,0,0,1,0,1,0,0,0,0,respect,worship,salute
permission,0,0,0,0,0,0,0,0,0,0,authority
heathen,1,0,0,0,0,0,1,0,0,0,irreligion
dweller,0,0,0,0,0,0,0,0,0,0,inhabitant
sweltering,0,0,0,0,0,0,0,0,0,0,heat
vogue,0,0,0,0,0,0,0,0,0,0,repute
oestrogen,0,0,0,0,0,0,0,0,0,0,woman
competent,0,0,0,1,0,1,0,0,0,0,skill
forgery,0,0,0,0,0,0,1,0,0,0,deception,fraud,counterfeit
vanish,0,0,0,0,1,0,0,0,0,0,evaporate,pass away,fly
finite,0,0,0,0,0,0,0,0,0,0,number
radar,0,0,0,1,0,0,0,0,0,0,measurement
cyst,1,0,0,0,0,0,1,1,0,0,receptacle
poet,0,0,0,0,0,0,0,0,0,0,book
spit,0,0,0,0,0,0,0,0,1,0,ejection,drivel,hawk
recurrent,0,0,0,0,0,0,0,0,0,0,repetition
conviction,0,0,0,0,0,0,0,0,0,0,belief,persuasion,certainty
solvent,0,0,0,0,0,0,0,0,0,0,decomposition
effective,0,0,0,1,0,1,0,0,0,0,influence,influential,rampant
inadvertently,0,0,0,0,0,0,0,0,0,0,inattention
smoky,0,0,0,0,0,0,0,0,0,0,uncleanness
loathe,0,0,0,0,0,0,1,0,0,0,dislike
advancement,0,0,0,0,0,1,0,0,0,0,progression
mart,0,0,0,0,0,0,0,0,0,0,mart
revere,0,0,0,1,0,1,0,0,0,1,love
outcry,0,0,0,0,1,0,0,0,0,0,clamor,hissing,hiss
basis,0,0,0,0,0,0,0,0,0,0,base
plodding,0,0,0,0,0,0,1,0,0,0,dullness
adjunct,0,0,0,0,0,0,0,0,0,0,auxiliary,recruit,helping hand
oppressive,0,0,0,0,0,0,1,0,0,0,heat,stuffy,close
zany,0,0,0,0,0,0,0,0,0,0,fool
splendor,0,0,0,0,0,1,0,0,0,1,beauty,magnificence,radiance
shabby,0,0,0,0,0,0,1,0,1,0,trashy,cheap,worthless
rave,0,0,0,0,0,0,0,0,0,0,insanity,ramble,wander
credibility,0,0,0,1,0,1,0,0,0,0,probability
drowsy,0,0,0,0,0,0,0,0,0,0,weariness
athlete,0,0,0,0,0,1,0,0,0,0,strength
drawers,0,0,0,0,0,0,0,0,0,0,clothing
dormant,0,0,0,0,0,0,0,0,0,0,physical inertness
advice,0,0,0,0,0,0,0,0,0,0,motive,provocation,solicitation
alarming,1,0,0,0,0,0,1,0,0,0,danger
woo,0,0,0,0,0,0,0,0,0,0,desire
limp,0,0,0,0,0,0,0,0,0,0,slowness,slouch,shuffle
shrill,0,0,0,0,0,0,1,0,0,0,stridor
mishap,0,0,0,0,1,0,1,1,0,0,rub,misfortune,trial
closeness,0,0,0,0,0,0,0,0,0,0,concealment
active,0,0,0,0,0,0,0,0,0,0,velocity
allied,0,0,0,1,0,1,0,0,0,0,concord
calorie,0,0,0,0,0,0,0,0,0,0,heat
notary,0,0,0,1,0,0,0,0,0,0,recorder
intrigue,0,0,0,0,0,0,0,0,0,0,plan,conspiracy,plot
consignment,0,0,0,0,0,0,0,0,0,0,giving
outset,0,0,0,0,0,0,0,0,0,0,departure
confinement,1,0,0,0,0,0,1,0,0,0,circumscription
gardening,0,0,0,0,0,0,0,0,0,0,agriculture
berth,0,0,0,0,0,1,0,0,0,0,support
shrug,0,0,0,0,0,0,0,0,0,0,indication
retention,0,0,0,0,0,0,0,0,0,0,possession
droplet,0,0,0,0,0,0,0,0,0,0,smallness
gang,1,0,0,0,0,0,1,0,0,0,party,crowd,clique
craft,0,0,0,0,0,0,0,0,0,0,cunning
jay,0,0,0,0,0,0,0,0,0,0,dupe
marine,0,0,0,0,0,0,0,0,0,0,ocean,maritime,pelagic
inquest,0,0,0,0,0,0,0,0,0,0,inquiry
extremity,0,0,0,0,0,0,1,0,0,0,adversity
affliction,0,0,0,0,0,0,1,1,0,0,damper,heaviness,despair
depreciated,0,0,0,0,0,0,0,0,0,0,underestimation
suffering,0,0,0,0,0,0,1,0,0,0,pain
doctrinal,0,0,0,0,0,0,0,0,0,0,teaching
coincide,0,0,0,0,0,0,0,0,0,0,contiguity
vindicate,0,1,0,0,0,0,0,0,0,0,revenge
allusion,0,0,0,0,0,0,0,0,0,0,metaphor
main,0,0,0,0,0,0,0,0,0,0,conduit,moat,siphon
cheerfulness,0,0,1,1,0,1,0,0,0,1,pleasure
simplify,0,0,1,1,1,1,0,0,0,1,simpleness
sketchy,0,0,0,0,0,0,0,0,0,0,incompleteness
marbles,0,0,0,0,0,0,0,0,0,0,amusement
wreak,0,1,0,0,0,0,1,0,0,0,violence
butter,0,0,0,0,0,0,0,0,0,0,softness
forge,0,0,0,0,0,1,0,0,0,0,production
softening,0,0,0,0,0,0,0,0,0,0,softness
forgotten,0,0,0,0,0,0,1,1,0,0,the past
artist,0,0,0,0,0,0,0,0,0,0,artist
publication,0,0,0,0,0,0,0,0,0,0,news,magazine,newspaper
wrestling,0,0,0,0,0,0,1,0,0,0,contention
gossip,0,0,0,0,0,0,0,0,0,0,conversation,table talk,chat
revere,0,0,0,0,0,1,0,0,0,0,love,affection,like
hooded,1,0,0,0,0,0,0,0,0,0,covering
rational,0,0,0,0,0,1,0,0,0,0,intelligence,wisdom,sensible,sage
satirical,0,0,0,0,0,0,0,0,0,0,disapprobation
latch,0,0,0,0,0,0,0,0,0,0,junction
blue,0,0,0,0,0,0,0,1,0,0,blueness
install,0,0,1,0,0,0,0,0,0,0,location
subsistence,0,0,0,0,0,0,0,0,0,0,food
pedestrian,0,0,0,0,0,0,1,0,0,0,dullness
sever,0,0,0,0,0,0,1,0,0,0,disjunction
sullen,0,0,0,0,0,0,1,1,0,0,dogged,unmoved,unchangeable
shipping,0,0,0,0,0,0,0,0,0,0,ship
slim,0,0,0,0,0,1,0,0,0,0,narrowness
countenance,0,0,0,0,0,0,0,0,0,0,approbation,sanction,hold up
prosecute,0,0,0,0,0,0,1,0,0,0,accusation,impeach,indict
ragged,0,0,0,0,0,0,0,0,0,0,divestment
bloated,0,0,0,0,0,0,0,0,0,0,distortion
agitated,0,0,0,0,0,0,0,0,0,0,insanity
causation,0,0,0,0,0,0,0,0,0,0,agency
transmit,0,0,0,0,0,0,0,0,0,0,transference,transplant,transport
medal,0,0,0,0,0,1,0,0,0,0,title
destination,0,0,0,0,0,0,0,0,0,0,end,goal,extermination
windy,0,0,0,0,0,0,0,0,0,0,air
flabby,0,0,0,0,0,0,1,0,1,0,softness
petrol,0,0,0,0,0,0,0,0,0,0,fuel
uphill,0,0,0,0,0,0,0,0,0,0,difficulty
lease,0,0,0,0,0,0,0,0,0,0,lending
rustic,0,0,0,0,0,0,0,0,0,0,clown,rough,put
deciduous,0,0,0,0,0,0,0,0,0,0,deterioration
multiply,0,0,0,0,0,0,0,0,0,0,produce,fertilize,generate
discretion,0,0,1,0,0,0,0,0,0,0,choice,decision,dilemma
raid,1,1,0,0,1,0,1,0,0,0,stealing
subordinate,1,0,0,0,0,0,1,0,0,0,subjection
birth,1,0,1,0,0,1,0,0,0,1,production,labor,travail
idealism,0,0,0,0,0,0,0,0,0,0,imagination
soothing,0,0,0,1,0,1,0,0,0,1,relief
genetic,0,0,0,0,0,0,0,0,0,0,production
fallible,0,0,0,0,0,0,0,0,0,0,uncertainty
shrine,0,0,0,0,0,0,0,0,0,0,interment
progress,0,0,0,0,0,1,0,0,0,0,motion
journalism,0,0,0,1,0,0,0,0,0,0,news
liqueur,0,0,0,0,0,0,0,0,0,0,food
yea,0,0,0,0,0,0,0,0,0,0,superiority
pith,0,0,0,0,0,0,0,0,0,0,core,heart,gist
grieve,1,0,0,0,0,0,1,1,0,0,distress,afflict,cut up
rescue,0,0,0,0,0,1,0,0,0,1,deliverance
respects,0,0,0,1,0,1,0,0,0,0,respect
fashionable,0,0,0,0,0,0,0,0,0,0,repute,of note,popular
liberal,0,0,0,0,0,0,0,0,0,0,liberality
imp,0,0,0,0,0,0,0,0,0,0,demon
squeamish,1,0,0,0,0,0,0,0,1,0,fastidiousness
accompaniment,0,0,0,0,0,0,0,0,0,0,music,bass,second
immature,0,0,1,0,0,0,1,0,0,0,nonpreparation
smuggle,0,0,0,0,0,0,1,0,0,0,illegality
messy,0,0,0,0,0,0,1,0,1,0,uncleanness
reverence,0,0,0,1,0,1,0,0,0,0,title,reverend,sir
prevention,0,0,1,0,0,0,0,0,0,0,remedy
disposed,0,0,0,0,0,0,0,0,0,0,willingness
palpable,0,0,0,0,0,0,0,0,0,0,manifestation,obvious,unmistakable
conduit,0,0,0,0,0,0,0,0,0,0,ingress,path,door
pleasurable,0,0,0,0,0,1,0,0,0,1,pleasurableness
galore,0,0,0,0,0,1,0,0,0,0,sufficiency
placid,0,0,0,0,0,1,0,0,0,0,inexcitability
avail,0,0,0,0,0,0,0,0,0,0,utility
undivided,0,0,0,0,0,1,0,0,0,0,whole
increase,0,0,0,0,0,1,0,0,0,0,add to,augment,enlarge
authenticate,0,0,0,1,0,0,0,0,0,0,evidence
pledge,0,0,0,1,0,1,0,0,0,0,courtesy,drink to,move to
onerous,0,0,0,0,0,0,1,0,0,0,hindrance
sport,0,0,0,0,0,0,0,0,0,0,killing,sporting,shambles
umbrella,0,0,0,0,0,0,0,0,0,0,covering
hilarity,0,0,0,0,0,1,0,0,0,1,cheerfulness
choir,0,0,0,0,0,0,0,0,0,0,temple
remedy,0,0,1,0,0,1,0,0,0,1,restoration,cure,doctor
superannuation,0,0,0,0,0,0,0,0,0,0,age
dig,0,0,0,0,0,0,0,0,0,0,concavity
shrubbery,0,0,0,0,0,0,0,0,0,0,agriculture
generous,0,0,0,1,0,1,0,0,0,1,philanthropy
isomorphism,0,0,0,0,0,0,0,0,0,0,form
interpolate,0,0,0,0,0,0,0,0,0,0,interposition
reimburse,0,0,0,0,0,0,0,0,0,0,payment
cocktail,0,0,0,0,0,0,0,0,0,0,drunkenness
passe,0,0,0,0,0,0,1,0,0,0,deterioration
sleek,0,0,0,0,0,1,0,0,0,0,beauty
prevalent,0,0,0,1,0,0,0,0,0,0,habit,prevailing,conventional
blossom,0,0,0,0,0,1,0,0,0,1,vegetable
disreputable,1,1,0,0,0,0,1,0,1,0,vice
mobility,0,0,0,0,0,0,0,0,0,0,motion
stately,0,0,0,0,0,0,0,0,0,0,ostentation
irreconcilable,0,1,0,0,0,0,1,0,0,0,disagreement
reliability,0,0,0,1,0,1,0,0,0,0,certainty
celluloid,0,0,0,0,0,0,0,0,0,0,imitation
adjunct,0,0,0,0,0,0,0,0,0,0,accompaniment,context,appendage
contracted,0,0,0,0,0,0,1,0,0,0,narrowness
inmate,1,0,0,0,0,0,1,0,0,0,prisoner
approbation,0,0,0,1,0,1,0,0,0,0,repute
epidemic,1,0,0,0,0,0,1,0,0,0,generality,prevailing,prevalent
recurrence,0,0,0,0,0,0,0,0,0,0,memory
brag,0,0,0,0,0,0,1,0,0,0,boasting
esprit,0,0,0,0,0,1,0,0,0,0,intelligence
judicial,0,0,0,1,0,0,0,0,0,0,judge
toilet,0,0,0,0,0,0,0,0,1,0,receptacle
dire,0,0,0,0,0,0,1,0,0,0,adversity,deplorable,ruinous
stronghold,0,0,0,0,0,0,0,0,0,0,defense
hereditary,0,0,0,0,0,0,0,0,0,0,effect
oblong,0,0,0,0,0,0,0,0,0,0,length
communion,0,0,0,0,0,0,0,0,0,0,rite
malignant,1,0,0,0,0,0,1,0,0,0,badness
melancholy,0,0,0,0,0,0,1,1,0,0,dejection
insufficiency,0,0,0,0,0,0,1,0,0,0,shortcoming,deficiency,stint
midst,0,0,0,0,0,0,0,0,0,0,centrality
faultless,0,0,0,1,0,1,0,0,0,0,innocence
jet,0,0,0,0,0,0,0,0,0,0,river
saturation,0,0,0,0,0,0,0,0,0,0,satiety
dairy,0,0,0,0,0,0,0,0,0,0,receptacle
notion,0,0,0,0,0,1,0,0,0,0,idea
semblance,0,0,0,0,0,0,0,0,0,0,imitation,mockery,impersonation
lithosphere,0,0,0,0,0,0,0,0,0,0,region
crucial,0,0,0,1,0,1,0,0,0,0,demonstration
effectual,0,0,0,0,0,0,0,0,0,0,power
guild,0,0,0,0,0,0,0,0,0,0,party
soak,0,0,0,0,0,0,1,0,0,0,drunkenness,lush,swig
concentration,0,0,0,0,0,0,0,0,0,0,convergence
archaeologist,0,0,0,0,0,0,0,0,0,0,scholar
alloy,0,0,0,0,0,0,0,0,0,0,combination
garish,0,0,0,0,0,0,1,0,0,0,ornament,gaudy,gorgeous
politic,0,0,0,0,0,0,0,0,0,0,cunning,diplomatic,polite
patchwork,0,0,0,0,0,0,0,0,0,0,mixture
cutthroat,1,1,0,0,0,0,1,0,0,0,evil
jockey,0,0,0,0,0,0,0,0,0,0,traveler,breaker,equestrian
nickel,0,0,0,0,0,0,0,0,0,0,money
compartment,0,0,0,0,0,0,0,0,0,0,part
immortal,0,0,0,0,0,1,0,0,0,0,perpetuity
boomerang,0,0,1,1,0,0,0,0,0,0,arms
charcoal,0,0,0,0,0,0,0,0,0,0,painting
sectional,0,0,0,0,0,0,0,0,0,0,part
imam,0,0,0,0,0,0,0,0,0,0,clergy
predictor,0,0,0,0,0,0,0,0,0,0,oracle
soil,0,0,0,0,0,0,0,0,0,0,land,subsoil,marl
notional,0,0,0,0,0,0,0,0,0,0,imagination
select,0,0,0,0,0,0,0,0,0,0,choice
borrow,0,0,0,0,0,0,0,0,0,0,borrowing
treachery,1,1,0,0,1,0,1,1,0,0,deception
pastry,0,0,0,0,0,1,0,0,0,1,food
angina,1,0,0,0,0,0,1,0,0,0,physical pain
tease,0,0,0,0,0,0,0,0,0,0,cross,bait,bore
reprisal,1,1,0,0,0,0,1,1,0,0,retaliation
compel,0,0,0,0,0,0,0,0,0,0,compulsion
listener,0,0,0,0,0,0,0,0,0,0,hearing
expressive,0,0,0,0,0,0,0,0,0,0,intelligibility,graphic,illustrative
conference,0,0,0,0,0,0,0,0,0,0,council
bell,0,0,0,0,0,0,0,0,0,0,musical instruments
daily,0,0,0,0,0,0,0,0,0,0,periodicity,diurnal,annual
vampire,1,1,0,0,0,0,1,0,1,0,evil
easygoing,0,0,0,0,0,1,0,0,0,0,content
protrusion,0,0,0,0,0,0,0,0,0,0,convexity
mid,0,0,0,0,0,0,0,0,0,0,interposition
mutter,0,0,0,0,0,0,0,0,0,0,stammering
decisive,0,0,0,0,0,0,0,0,0,0,certainty
